PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,FareC
648,0,3,0,,0,0,S,36.77
649,1,3,1,23.0,0,0,S,36.77
650,0,3,0,,0,0,S,38.45
651,1,2,1,18.0,0,1,S,56.01
652,0,3,0,21.0,0,0,S,41.07
653,1,3,1,,0,0,Q,32.79
654,0,3,1,18.0,0,0,Q,28.27
655,0,2,0,24.0,2,0,S,71.59
656,0,3,0,,0,0,S,38.45
657,0,3,1,32.0,1,1,Q,25.97
658,0,2,0,23.0,0,0,S,63.31
659,0,1,0,58.0,0,2,C,37.76
660,1,1,0,50.0,2,0,S,216.96
661,0,3,0,40.0,0,0,C,35.19
662,0,1,0,47.0,0,0,S,124.61
663,0,3,0,36.0,0,0,S,36.50
664,1,3,0,20.0,1,0,S,19.30
665,0,2,0,32.0,2,0,S,71.59
666,0,2,0,25.0,0,0,S,63.31
667,0,3,0,,0,0,S,37.86
668,0,3,0,43.0,0,0,S,39.20
669,1,1,1,,1,0,S,126.62
670,1,2,1,40.0,1,1,S,75.97
671,0,1,0,31.0,1,0,S,126.62
672,0,2,0,70.0,0,0,S,51.14
673,1,2,0,31.0,0,0,S,63.31
674,0,2,0,,0,0,S,0.00
675,0,3,0,18.0,0,0,S,37.86
676,0,3,0,24.5,0,0,S,39.20
677,1,3,1,18.0,0,0,S,47.93
678,0,3,1,43.0,1,6,S,38.07
679,1,1,0,36.0,0,1,C,831.68
680,0,3,1,,0,0,Q,34.08
681,1,1,0,27.0,0,0,C,124.56
682,0,3,0,20.0,0,0,S,44.93
683,0,3,0,14.0,5,2,S,32.63
684,0,2,0,60.0,1,1,S,75.97
685,0,2,0,25.0,1,2,C,67.50
686,0,3,0,14.0,4,1,S,32.21
687,0,3,0,19.0,0,0,S,49.53
688,0,3,0,18.0,0,0,S,37.97
689,1,1,1,15.0,0,1,S,343.07
690,1,1,0,31.0,1,0,S,138.80
691,1,3,1,4.0,0,1,C,43.56
692,1,3,0,,0,0,S,39.30
693,0,3,0,25.0,0,0,C,35.19
694,0,1,0,60.0,0,0,S,129.30
695,0,2,0,52.0,0,0,S,65.75
696,0,3,0,44.0,0,0,S,39.20
697,1,3,1,,0,0,Q,32.39
698,0,1,0,49.0,1,1,C,27.72
699,0,3,0,42.0,0,0,S,37.26
700,1,1,1,18.0,1,0,C,277.01
701,1,1,0,35.0,0,0,S,128.02
702,0,3,1,18.0,0,1,C,35.20
703,0,3,0,25.0,0,0,Q,32.42
704,0,3,0,26.0,1,0,S,19.12
705,0,2,0,39.0,0,0,S,63.31
706,1,2,1,45.0,0,0,S,65.75
707,1,1,0,42.0,0,0,S,128.02
708,1,1,1,22.0,0,0,S,184.51
709,1,3,0,,1,1,C,37.12
710,1,1,1,24.0,0,0,C,241.09
711,0,1,0,,0,0,S,129.30
712,1,1,0,48.0,1,0,S,126.62
713,0,3,0,29.0,0,0,S,46.18
714,0,2,0,52.0,0,0,S,31.66
715,0,3,0,19.0,0,0,S,37.26
716,1,1,1,38.0,0,0,C,277.01
717,1,2,1,27.0,0,0,S,51.14
718,0,3,0,,0,0,Q,64.92
719,0,3,0,33.0,0,0,S,37.86
720,1,2,1,6.0,0,1,S,53.57
721,0,3,0,17.0,1,0,S,17.18
722,0,2,0,34.0,0,0,S,63.31
723,0,2,0,50.0,0,0,S,63.31
724,1,1,0,27.0,1,0,S,129.30
725,0,3,0,20.0,0,0,S,42.19
726,1,2,1,30.0,3,0,S,25.57
727,1,3,1,,0,0,Q,32.41
728,0,2,0,25.0,1,0,S,63.31
729,0,3,1,25.0,1,0,S,19.30
730,1,1,1,29.0,0,0,S,343.07
731,0,3,0,11.0,0,0,C,45.75
732,0,2,0,,0,0,S,0.00
733,0,2,0,23.0,0,0,S,63.31
734,0,2,0,23.0,0,0,S,63.31
735,0,3,0,28.5,0,0,S,39.20
736,0,3,1,48.0,1,3,S,41.85
737,1,1,0,35.0,0,0,C,831.68
738,0,3,0,,0,0,S,38.45
739,0,3,0,,0,0,S,38.45
740,1,1,0,,0,0,S,146.10
741,0,1,0,36.0,1,0,S,192.00
742,1,1,1,21.0,2,2,C,365.08
743,0,3,0,24.0,1,0,S,39.20
744,1,3,0,31.0,0,0,S,38.59
745,0,1,0,70.0,1,1,S,138.31
746,0,3,0,16.0,1,1,S,39.45
747,1,2,1,30.0,0,0,S,63.31
748,0,1,0,19.0,1,0,S,129.30
749,0,3,0,31.0,0,0,Q,32.46
750,1,2,1,4.0,1,1,S,56.01
751,1,3,0,6.0,0,1,S,30.38
752,0,3,0,33.0,0,0,S,46.27
753,0,3,0,23.0,0,0,S,38.45
754,1,2,1,48.0,1,2,S,105.52
755,1,2,0,0.67,1,1,S,35.31
756,0,3,0,28.0,0,0,S,37.97
757,0,2,0,18.0,0,0,S,56.01
758,0,3,0,34.0,0,0,S,39.20
759,1,1,1,33.0,0,0,S,140.42
760,0,3,0,,0,0,S,35.31
761,0,3,0,41.0,0,0,S,34.70
762,1,3,0,20.0,0,0,C,35.21
763,1,1,1,36.0,1,2,S,146.10
764,0,3,0,16.0,0,0,S,37.86
765,1,1,1,51.0,1,0,S,126.55
766,0,1,0,,0,0,C,39.60
767,0,3,1,30.5,0,0,Q,32.46
768,0,3,0,,1,0,Q,33.72
769,0,3,0,32.0,0,0,S,40.73
770,0,3,0,24.0,0,0,S,46.27
771,0,3,0,48.0,0,0,S,38.25
772,0,2,1,57.0,0,0,S,25.57
773,0,3,0,,0,0,C,35.19
774,1,2,1,54.0,1,3,S,32.00
775,0,3,0,18.0,0,0,S,37.74
776,0,3,0,,0,0,Q,32.46
777,1,3,1,5.0,0,0,S,30.38
778,0,3,0,,0,0,Q,32.41
779,1,1,1,43.0,0,1,S,343.07
780,1,3,1,13.0,0,0,C,35.21
781,1,1,1,17.0,1,0,S,138.80
782,0,1,0,29.0,0,0,S,146.10
783,0,3,0,,1,2,S,38.07
784,0,3,0,25.0,0,0,S,34.33
785,0,3,0,25.0,0,0,S,35.31
786,1,3,1,18.0,0,0,S,36.50
787,0,3,0,8.0,4,1,Q,24.40
788,1,3,0,1.0,1,2,S,33.40
789,0,1,0,46.0,0,0,C,192.85
790,0,3,0,,0,0,Q,32.46
791,0,2,0,16.0,0,0,S,63.31
792,0,3,1,,8,2,S,48.39
793,0,1,0,,0,0,C,149.49
794,0,3,0,25.0,0,0,S,38.45
795,0,2,0,39.0,0,0,S,63.31
796,1,1,1,49.0,0,0,S,126.28
797,1,3,1,31.0,0,0,S,42.29
798,0,3,0,30.0,0,0,C,35.21
799,0,3,1,30.0,1,1,S,39.20
800,0,2,0,34.0,0,0,S,31.66
801,1,2,1,31.0,1,1,S,42.61
802,1,1,0,11.0,1,2,S,146.10
803,1,3,0,0.42,0,1,C,27.65
804,1,3,0,27.0,0,0,S,33.97
805,0,3,0,31.0,0,0,S,37.86
806,0,1,0,39.0,0,0,S,0.00
807,0,3,1,18.0,0,0,S,37.86
808,0,2,0,39.0,0,0,S,63.31
809,1,1,1,33.0,1,0,S,129.30
810,0,3,0,26.0,0,0,S,38.41
811,0,3,0,39.0,0,0,S,58.81
812,0,2,0,35.0,0,0,S,51.14
813,0,3,1,6.0,4,2,S,21.76
814,0,3,0,30.5,0,0,S,39.20
815,0,1,0,,0,0,S,0.00
816,0,3,1,23.0,0,0,S,38.59
817,0,2,0,31.0,1,1,C,14.80
818,0,3,0,43.0,0,0,S,31.41
819,0,3,0,10.0,3,2,S,22.65
820,1,1,1,52.0,1,1,S,182.14
821,1,3,0,27.0,0,0,S,42.19
822,0,1,0,38.0,0,0,S,0.00
823,1,3,1,27.0,0,1,S,30.38
824,0,3,0,2.0,4,1,S,32.21
825,0,3,0,,0,0,Q,29.11
826,0,3,0,,0,0,S,39.30
827,1,2,0,1.0,0,2,C,14.80
828,1,3,0,,0,0,Q,32.46
829,1,1,1,62.0,0,0,,40.00
830,1,3,1,15.0,1,0,C,35.20
831,1,2,0,0.83,1,1,S,30.44
832,0,3,0,,0,0,C,35.21
833,0,3,0,23.0,0,0,S,38.25
834,0,3,0,18.0,0,0,S,40.42
835,1,1,1,39.0,1,1,C,202.49
836,0,3,0,21.0,0,0,S,42.19
837,0,3,0,,0,0,S,39.20
838,1,3,0,32.0,0,0,S,39.30
839,1,1,0,,0,0,C,29.70
840,0,3,0,20.0,0,0,S,38.59
841,0,2,0,16.0,0,0,S,25.57
842,1,1,1,30.0,0,0,C,15.50
843,0,3,0,34.5,0,0,C,31.35
844,0,3,0,17.0,0,0,S,42.19
845,0,3,0,42.0,0,0,S,36.77
846,0,3,0,,8,2,S,33.87
847,0,3,0,35.0,0,0,C,38.45
848,0,2,0,28.0,0,1,S,53.57
849,1,1,1,,1,0,C,44.55
850,0,3,0,4.0,4,2,S,21.76
851,0,3,0,74.0,0,0,S,37.86
852,0,3,1,9.0,1,1,C,37.12
853,1,1,1,16.0,0,1,S,127.92
854,0,2,1,44.0,1,0,S,63.31
855,1,3,1,18.0,0,1,S,30.36
856,1,1,1,45.0,1,1,S,321.16
857,1,1,0,51.0,0,0,S,129.30
858,1,3,1,24.0,0,3,C,23.45
859,0,3,0,,0,0,C,35.21
860,0,3,0,41.0,2,0,S,22.90
861,0,2,0,21.0,1,0,S,28.00
862,1,1,1,48.0,0,0,S,126.28
863,0,3,1,,8,2,S,48.39
864,0,2,0,24.0,0,0,S,63.31
865,1,2,1,42.0,0,0,S,63.31
866,1,2,1,27.0,1,0,C,33.74
867,0,1,0,31.0,0,0,S,245.91
868,0,3,0,,0,0,S,46.27
869,1,3,0,4.0,1,1,S,18.07
870,0,3,0,26.0,0,0,S,38.45
871,1,1,1,47.0,1,1,S,102.38
872,0,1,0,33.0,0,0,S,24.35
873,0,3,0,47.0,0,0,S,43.83
874,1,2,1,28.0,1,0,C,12.00
875,1,3,1,15.0,0,0,C,35.19
876,0,3,0,20.0,0,0,S,23.97
877,0,3,0,19.0,0,0,S,38.45
878,0,3,0,,0,0,S,38.45
879,1,1,1,56.0,0,1,C,41.58
880,1,2,1,25.0,0,1,S,63.31
881,0,3,0,33.0,0,0,S,38.45
882,0,3,1,22.0,0,0,S,51.22
883,0,2,0,28.0,0,0,S,51.14
884,0,3,0,25.0,0,0,S,34.33
885,0,3,1,39.0,0,5,Q,24.40
886,0,2,0,27.0,0,0,S,63.31
887,1,1,1,19.0,0,0,S,146.10
888,0,3,1,,1,2,S,38.07
889,1,1,0,26.0,0,0,C,30.00
890,0,3,0,32.0,0,0,Q,32.46
